,full_name,surname,far_right,years,country_name,epg_code,epg_names,national_party_id,national_party_name,national_party_family
2402,Svetoslav Malinov,malinov,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Blue Coalition (Democrats for a Strong Bulgaria),
2403,Nadezhda Mihailova,mihailova,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Blue Coalition (Union of Democratic Forces),
2404,Vladko Panayotov,panayotov,0,2009-2014,Bulgaria,ALDE,Alliance of Liberals and Democrats for Europe Party,,Movement for Rights and Freedoms,
2405,Monika Panayotova,panayotova,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
2406,Antonia Parvanova,parvanova,0,2009-2014,Bulgaria,ALDE,Alliance of Liberals and Democrats for Europe Party,,National Movement for Stability and Progress (National Movement Simeon II),
2407,Dimitar Stoyanov,stoyanov,0,2009-2014,Bulgaria,NI,Non-Inscrits,,Attack,
2408,Vladimir Urutchev,urutchev,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
2409,Kristian Vigenin,vigenin,0,2009-2014,Bulgaria,S&D,The Progressive Alliance of Socialists and Democrats,,Coalition for Bulgaria (Socialist Party),
2410,Iliana Yotova,yotova,0,2009-2014,Bulgaria,S&D,The Progressive Alliance of Socialists and Democrats,,Coalition for Bulgaria (Socialist Party),
2411,Marino Baldini,baldini,0,2009-2014,Croatia ,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2412,Biljana Borzan,borzan,0,2009-2014,Croatia,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2413,Zdravka Bušić,bušić,0,2009-2014,Croatia,EPP,European People's Party Group,,Democratic Union,
2414,Ivana Maletić,maletić,0,2009-2014,Croatia,EPP,European People's Party Group,,Democratic Union,
2415,Sandra Petrović Jakovina,petrović,0,2009-2014,Croatia,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2416,Tonino Picula,picula,0,2009-2014,Croatia,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2417,Andrej Plenković,plenković,0,2009-2014,Croatia,EPP,European People's Party Group,,Democratic Union,
2418,Davor Stier,stier,0,2009-2014,Croatia,EPP,European People's Party Group,,Democratic Union,
2419,Dubravka Šuica,šuica,0,2009-2014,Croatia,EPP,European People's Party Group,,Democratic Union,
2420,Ruža Tomašić,tomašić,0,2009-2014,Croatia,ECR,The European Conservatives and Reformists Group,,Party of Rights dr. Ante Starčević,
2421,Oleg Valjalo,valjalo,0,2009-2014,Croatia,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2422,Nikola Vuljanić,vuljanić,0,2009-2014,Croatia,EUL–NGL,The Left in the European Parliament,,Labourists–Labour Party,
2423,Takis Hadjigeorgiou,hadjigeorgiou,0,2009-2014,Cyprus,EUL–NGL,The Left in the European Parliament,,Progressive Party of Working People,
2424,Ioannis Kasoulidis ,kasoulidis ,0,2009-2014,Cyprus,EPP,European People's Party Group,,Democratic Rally,
2425,Kyriakos Mavronikolas,mavronikolas,0,2009-2014,Cyprus,S&D,The Progressive Alliance of Socialists and Democrats,,Movement for Social Democracy,
2426,Antigoni Papadopoulou,papadopoulou,0,2009-2014,Cyprus,S&D,The Progressive Alliance of Socialists and Democrats,,Democratic Party,
2427,Eleni Theocharous,theocharous,0,2009-2014,Cyprus,EPP,European People's Party Group,,Democratic Rally,
2428,Kyriacos Triantaphyllides,triantaphyllides,0,2009-2014,Cyprus,EUL–NGL,The Left in the European Parliament,,Progressive Party of Working People,
2429,Jan Březina,březina,0,2009-2014,Czech Rep.,EPP,European People's Party Group,,Christian and Democratic Union,
2430,Zuzana Brzobohatá,brzobohatá,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2431,Milan Cabrnoch,cabrnoch,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2432,Andrea Češková,češková,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2433,Robert Dušek,dušek,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2434,Hynek Fajmon,fajmon,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2435,Richard Falbr,falbr,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2436,Jiří Havel ,havel ,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2437,Jaromír Kohlíček,kohlíček,0,2009-2014,Czech Rep.,EUL–NGL,The Left in the European Parliament,,Communist Party (Bohemia and Moravia),
2438,Edvard Kožušník,kožušník,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2439,Jiří Maštálka,maštálka,0,2009-2014,Czech Rep.,EUL–NGL,The Left in the European Parliament,,Communist Party (Bohemia and Moravia),
2440,Miroslav Ouzký,ouzký,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2441,Pavel Poc,poc,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2442,Miloslav Ransdorf,ransdorf,0,2009-2014,Czech Rep.,EUL–NGL,The Left in the European Parliament,,Communist Party (Bohemia and Moravia),
2443,Vladimír Remek,remek,0,2009-2014,Czech Rep.,EUL–NGL,The Left in the European Parliament,,Communist Party (Bohemia and Moravia),
2444,Zuzana Roithová,roithová,0,2009-2014,Czech Rep.,EPP,European People's Party Group,,Christian and Democratic Union,
2445,Libor Rouček,rouček,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2446,Olga Sehnalová,sehnalová,0,2009-2014,Czech Rep.,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2447,Ivo Strejček,strejček,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2448,Evžen Tošenovský,tošenovský,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2449,Oldřich Vlasák,vlasák,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2450,Jan Zahradil,zahradil,0,2009-2014,Czech Rep.,ECR,The European Conservatives and Reformists Group,,Civic Democratic Party,
2451,Margrete Auken,auken,0,2009-2014,Denmark,G–EFA,The Greens/European Free Alliance,,Socialist People's Party,
2452,Bendt Bendtsen,bendtsen,0,2009-2014,Denmark,EPP,European People's Party Group,,Conservative People's Party,
2453,Ole Christensen,christensen,0,2009-2014,Denmark,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democrats,
2454,Anne Elisabet Jensen,elisabet,0,2009-2014,Denmark,ALDE,Alliance of Liberals and Democrats for Europe Party,,"Left, Liberal Party",
2455,Dan Jørgensen ,jørgensen ,0,2009-2014,Denmark,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democrats,
2456,Morten Løkkegaard,løkkegaard,0,2009-2014,Denmark,ALDE,Alliance of Liberals and Democrats for Europe Party,,"Left, Liberal Party",
2457,Morten Messerschmidt,messerschmidt,1,2009-2014,Denmark,EFD,Europe of Freedom and Democracy,,People's Party,
2458,Jens Rohde,rohde,0,2009-2014,Denmark,ALDE,Alliance of Liberals and Democrats for Europe Party,,"Left, Liberal Party",
2459,Anna Rosbach Andersen,rosbach,1,2009-2014,Denmark,EFD,Europe of Freedom and Democracy,,People's Party,
2460,Christel Schaldemose,schaldemose,0,2009-2014,Denmark,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democrats,
2461,Søren Søndergaard,søndergaard,0,2009-2014,Denmark,EUL–NGL,The Left in the European Parliament,,People's Movement against the EU,
2462,Britta Thomsen,thomsen,0,2009-2014,Denmark,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democrats,
2463,Emilie Turunen,turunen,0,2009-2014,Denmark,G–EFA,The Greens/European Free Alliance,,Socialist People's Party,
2464,Tunne Kelam,kelam,0,2009-2014,Estonia,EPP,European People's Party Group,,Pro Patria and Res Publica Union,
2465,Kristiina Ojuland,ojuland,0,2009-2014,Estonia,ALDE,Alliance of Liberals and Democrats for Europe Party,,Reform Party ,
2466,Siiri Oviir,oviir,0,2009-2014,Estonia,ALDE,Alliance of Liberals and Democrats for Europe Party,,Centre Party ,
2467,Ivari Padar ,padar ,0,2009-2014,Estonia,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2468,Vilja Savisaar-Toomast ,savisaar-toomast ,0,2009-2014,Estonia,ALDE,Alliance of Liberals and Democrats for Europe Party,,Centre Party ,
2469,Indrek Tarand,tarand,0,2009-2014,Estonia,G–EFA,The Greens/European Free Alliance,,Independent,
2470,Sari Essayah,essayah,0,2009-2014,Finland,EPP,European People's Party Group,,Christian Democrats,
2471,Carl Haglund ,haglund ,0,2009-2014,Finland,ALDE,Alliance of Liberals and Democrats for Europe Party,,Swedish People's Party,
2472,Satu Hassi,hassi,0,2009-2014,Finland,G–EFA,The Greens/European Free Alliance,,Green League,
2473,Heidi Hautala ,hautala ,0,2009-2014,Finland,G–EFA,The Greens/European Free Alliance,,Green League,
2474,Ville Itälä,itälä,0,2009-2014,Finland,EPP,European People's Party Group,,National Coalition Party,
2475,Liisa Jaakonsaari,jaakonsaari,0,2009-2014,Finland,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2476,Anneli Jäätteenmäki,jäätteenmäki,0,2009-2014,Finland,ALDE,Alliance of Liberals and Democrats for Europe Party,,Centre Party ,
2477,Eija-Riitta Korhola,korhola,0,2009-2014,Finland,EPP,European People's Party Group,,National Coalition Party,
2478,Riikka Manner,manner,0,2009-2014,Finland,ALDE,Alliance of Liberals and Democrats for Europe Party,,Centre Party ,
2479,Sirpa Pietikäinen,pietikäinen,0,2009-2014,Finland,EPP,European People's Party Group,,National Coalition Party,
2480,Mitro Repo,repo,0,2009-2014,Finland,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2481,Timo Soini ,soini ,1,2009-2014,Finland,EFD,Europe of Freedom and Democracy,,True Finns,
2482,Hannu Takkula,takkula,0,2009-2014,Finland,ALDE,Alliance of Liberals and Democrats for Europe Party,,Centre Party ,
2483,Sandrine Bélier,bélier,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2484,Arnaud Danjean,danjean,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2485,Joseph Daul,daul,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2486,Bruno Gollnisch,gollnisch,0,2009-2014,France,NI,Non-Inscrits,,National Front,
2487,Nathalie Griesbeck,griesbeck,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2488,Liêm Hoang-Ngoc,hoang-ngoc,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2489,Véronique Mathieu,mathieu,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2490,Michèle Striffler,striffler,0,2009-2014,France,EPP,European People's Party Group,,Modern Left,
2491,Catherine Trautmann,trautmann,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2492,Rachida Dati,dati,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2493,Jean-Marie Cavada,cavada,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2494,Marielle Gallo,gallo,0,2009-2014,France,EPP,European People's Party Group,,Modern Left,
2495,Philippe Juvin,juvin,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2496,Constance Le Grip,le,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2497,Daniel Cohn-Bendit,cohn-bendit,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2498,Eva Joly,joly,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2499,Pascal Canfin,canfin,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2500,Karima Delli,delli,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2501,Harlem Désir,désir,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2502,Pervenche Berès,berès,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2503,Marielle de Sarnez,de,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2504,Patrick Le Hyaric,le,0,2009-2014,France,EUL–NGL,The Left in the European Parliament,,Left Front (Communist Party),
2505,Jean-Pierre Audy,audy,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2506,Sophie Briard-Auconie,briard-auconie,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2507,Brice Hortefeux ,hortefeux ,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2508,Henri Weber,weber,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2509,Jean-Paul Besset,besset,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2510,Dominique Riquet,riquet,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2511,Tokia Saïfi,saïfi,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2512,Philippe Boulland,boulland,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2513,Jean-Paul Gauzès,gauzès,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2514,Gilles Pargneaux,pargneaux,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2515,Estelle Grelier,grelier,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2516,Hélène Flautre,flautre,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2517,Marine Le Pen,le,0,2009-2014,France,NI,Non-Inscrits,,National Front,
2518,Corinne Lepage,lepage,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2519,Jacky Hénin,hénin,0,2009-2014,France,EUL–NGL,The Left in the European Parliament,,Left Front (Communist Party),
2520,Maurice Ponga,ponga,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2521,Younous Omarjee,omarjee,0,2009-2014,France,EUL–NGL,The Left in the European Parliament,,Alliance of the Overseas (Communist Party of Réunion),
2522,Patrice Tirolien,tirolien,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2523,Françoise Grossetête,grossetête,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2524,Damien Abad,abad,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2525,Dominique Vlasto,vlasto,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2526,Gaston Franco,franco,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2527,Michel Dantin,dantin,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2528,Michèle Rivasi,rivasi,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2529,François Alfonsi,alfonsi,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Party of the Corsican Nation,
2530,Malika Benarab-Attou,benarab-attou,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2531,Vincent Peillon,peillon,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2532,Sylvie Guillaume,guillaume,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2533,Jean-Marie Le Pen,le,0,2009-2014,France,NI,Non-Inscrits,,National Front,
2534,Jean-Luc Bennahmias,bennahmias,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2535,Marie-Christine Vergiat,vergiat,0,2009-2014,France,EUL–NGL,The Left in the European Parliament,,Left Front (Miscellaneous Left),
2536,Franck Proust,proust,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2537,Christine de Veyrac,de,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2538,Alain Lamassoure,lamassoure,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2539,Marie-Thérèse Sanchez-Schmidt,sanchez-schmidt,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2540,Kader Arif,arif,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2541,Françoise Castex,castex,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2542,José Bové,bové,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2543,Catherine Grèze,grèze,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2544,Robert Rochefort,rochefort,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2545,Jean-Luc Mélenchon,mélenchon,0,2009-2014,France,EUL–NGL,The Left in the European Parliament,,Left Front (Left Party),
2546,Agnès Le Brun,le,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2547,Élisabeth Morin,morin,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2548,Alain Cadec,cadec,0,2009-2014,France,EPP,European People's Party Group,,Union for a Popular Movement,
2549,Bernadette Vergnaud,vergnaud,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2550,Stéphane Le Foll,le,0,2009-2014,France,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2551,Yannick Jadot,jadot,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2552,Nicole Kiil-Nielsen,kiil-nielsen,0,2009-2014,France,G–EFA,The Greens/European Free Alliance,,Europe Ecology,
2553,Philippe de Villiers,de,1,2009-2014,France,EFD,Europe of Freedom and Democracy,,Libertas (MPF),
2554,Sylvie Goulard,goulard,0,2009-2014,France,ALDE,Alliance of Liberals and Democrats for Europe Party,,Democratic Movement,
2555,Jan Philipp Albrecht,philipp,0,2009-2014,Germany,G–EFA,The Greens/European Free Alliance,,Alliance '90/The Greens,
2556,Alexander Alvaro,alvaro,0,2009-2014,Germany,ALDE,Alliance of Liberals and Democrats for Europe Party,,Free Democratic Party,
2557,Burkhard Balz,balz,0,2009-2014,Germany,EPP,European People's Party Group,,Christian Democratic Union,
2558,Lothar Bisky,bisky,0,2009-2014,Germany,EUL–NGL,The Left in the European Parliament,,The Left,
